                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.3621,                 1.1011,                 2.2052,                0.78492,                0.68687,                0.74353,                0.58974,                 1.7495,                 2.1918,                 2.5516,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.3422,                 1.0781,                 2.2005,                0.78432,                0.68864,                0.74337,                0.58992,                 1.7494,                 2.1954,                 2.5532,               0.002674,               0.002674,               0.002674
                    150,                 1.3408,                 1.0913,                 2.1865,                0.78759,                  0.686,                 0.7431,                0.58979,                 1.7498,                 2.1978,                 2.5542,              0.0026245,              0.0026245,              0.0026245
                    151,                  1.338,                 1.0699,                 2.1904,                0.78793,                0.68714,                0.74309,                0.58985,                 1.7497,                  2.201,                 2.5547,               0.002575,               0.002575,               0.002575
                    152,                 1.3309,                 1.0598,                 2.1781,                0.78885,                 0.6871,                0.74313,                0.58999,                 1.7495,                 2.2034,                 2.5556,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.3432,                 1.0627,                  2.194,                 0.7857,                0.68886,                0.74299,                0.59006,                 1.7508,                 2.2054,                 2.5575,               0.002476,               0.002476,               0.002476
                    154,                 1.3263,                  1.037,                 2.1739,                0.79115,                 0.6859,                0.74309,                0.59041,                 1.7505,                 2.2081,                 2.5577,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.3147,                 1.0568,                 2.1783,                0.79264,                0.68469,                0.74304,                0.59061,                 1.7507,                  2.212,                 2.5587,               0.002377,               0.002377,               0.002377
                    156,                 1.3227,                 1.0353,                 2.1738,                0.79411,                 0.6843,                0.74286,                0.59053,                  1.751,                 2.2166,                 2.5596,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.3129,                 1.0217,                  2.164,                0.79155,                0.68539,                0.74254,                 0.5905,                 1.7511,                 2.2215,                 2.5602,               0.002278,               0.002278,               0.002278
                    158,                 1.3264,                 1.0402,                 2.1689,                0.79409,                0.68434,                0.74249,                0.59072,                 1.7505,                 2.2279,                 2.5606,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.2969,                 1.0172,                 2.1643,                 0.7974,                0.68245,                0.74254,                0.59072,                   1.75,                 2.2318,                 2.5614,               0.002179,               0.002179,               0.002179
                    160,                 1.3067,                 1.0066,                 2.1547,                0.79798,                0.68242,                0.74215,                0.59071,                 1.7496,                  2.237,                 2.5626,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.2988,                 0.9991,                 2.1566,                0.79737,                0.68256,                0.74233,                 0.5909,                 1.7503,                 2.2409,                 2.5644,                0.00208,                0.00208,                0.00208
                    162,                 1.2777,                0.98818,                 2.1415,                0.79444,                0.68395,                0.74225,                0.59109,                 1.7501,                 2.2468,                 2.5657,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2762,                0.99029,                 2.1428,                0.79426,                0.68385,                0.74224,                0.59128,                 1.7502,                 2.2511,                 2.5665,               0.001981,               0.001981,               0.001981
                    164,                 1.2786,                0.96996,                  2.146,                0.79418,                0.68453,                 0.7422,                0.59134,                 1.7506,                 2.2541,                 2.5683,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.2525,                0.95659,                 2.1413,                0.79242,                0.68497,                0.74189,                0.59135,                 1.7515,                 2.2576,                 2.5706,               0.001882,               0.001882,               0.001882
                    166,                  1.269,                0.94226,                 2.1319,                0.79682,                0.68295,                0.74218,                0.59159,                 1.7519,                 2.2626,                 2.5722,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.2355,                 0.9457,                 2.1216,                0.79657,                0.68268,                0.74178,                0.59142,                 1.7529,                 2.2663,                 2.5741,               0.001783,               0.001783,               0.001783
                    168,                 1.2414,                0.94077,                 2.1221,                0.79586,                0.68328,                 0.7417,                0.59146,                 1.7528,                 2.2721,                 2.5758,              0.0017335,              0.0017335,              0.0017335
                    169,                  1.255,                0.93768,                 2.1132,                0.79073,                0.68666,                 0.7414,                0.59149,                 1.7535,                 2.2763,                 2.5779,               0.001684,               0.001684,               0.001684
                    170,                 1.2154,                0.89685,                 2.0989,                0.78934,                0.68727,                0.74137,                 0.5917,                 1.7539,                  2.281,                 2.5783,              0.0016345,              0.0016345,              0.0016345
                    171,                  1.204,                0.90877,                 2.1062,                0.78792,                0.68824,                0.74124,                0.59175,                 1.7546,                  2.284,                 2.5799,               0.001585,               0.001585,               0.001585
                    172,                 1.2285,                0.91454,                  2.113,                0.79036,                0.68593,                0.74086,                0.59155,                 1.7547,                 2.2896,                 2.5815,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.2096,                0.89621,                 2.0976,                  0.792,                0.68512,                0.74095,                0.59186,                 1.7549,                  2.295,                  2.583,               0.001486,               0.001486,               0.001486
                    174,                 1.2109,                0.90582,                 2.0991,                0.79453,                0.68262,                0.74084,                0.59203,                 1.7561,                 2.2999,                 2.5842,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.1961,                0.89052,                 2.0902,                0.79448,                0.68214,                0.74049,                0.59188,                  1.757,                 2.3055,                 2.5861,               0.001387,               0.001387,               0.001387
                    176,                 1.1888,                0.86816,                 2.0877,                0.79823,                0.67971,                0.74042,                0.59193,                 1.7578,                  2.312,                 2.5884,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.1926,                0.88223,                 2.0913,                0.79778,                0.67942,                0.73996,                 0.5918,                 1.7586,                 2.3184,                 2.5909,               0.001288,               0.001288,               0.001288
                    178,                 1.1765,                 0.8536,                 2.0811,                0.79835,                0.67957,                0.73965,                0.59192,                 1.7594,                  2.324,                  2.593,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.1783,                0.85749,                  2.079,                0.79654,                 0.6805,                0.73958,                0.59192,                 1.7611,                 2.3278,                  2.595,               0.001189,               0.001189,               0.001189
                    180,                 1.1601,                 0.8415,                 2.0698,                0.79449,                0.68123,                 0.7392,                 0.5921,                 1.7612,                 2.3354,                 2.5962,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.1371,                0.84865,                  2.073,                0.79469,                0.68181,                0.73904,                0.59235,                 1.7622,                 2.3394,                 2.5987,                0.00109,                0.00109,                0.00109
                    182,                 1.1547,                0.84558,                 2.0724,                0.79594,                0.68075,                0.73855,                0.59212,                  1.763,                 2.3436,                  2.601,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.1199,                0.81669,                 2.0559,                0.80021,                0.67845,                0.73858,                0.59225,                 1.7631,                 2.3491,                 2.6029,               0.000991,               0.000991,               0.000991
                    184,                 1.1255,                0.81573,                 2.0556,                0.79456,                0.68126,                0.73815,                0.59205,                 1.7642,                 2.3547,                 2.6045,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1339,                0.82414,                 2.0411,                0.79422,                0.68136,                0.73822,                0.59222,                 1.7651,                 2.3622,                  2.606,               0.000892,               0.000892,               0.000892
                    186,                 1.1062,                0.79193,                 2.0277,                0.79349,                0.68192,                0.73798,                0.59212,                 1.7662,                 2.3685,                 2.6082,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.0982,                 0.7935,                 2.0319,                0.79735,                0.67931,                0.73771,                0.59214,                 1.7678,                 2.3776,                 2.6107,               0.000793,               0.000793,               0.000793
                    188,                  1.114,                0.80175,                 2.0329,                0.79457,                0.68082,                0.73749,                0.59198,                 1.7684,                 2.3867,                 2.6119,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.1115,                0.79819,                  2.035,                0.79566,                0.67915,                0.73738,                0.59192,                 1.7695,                 2.3952,                 2.6138,               0.000694,               0.000694,               0.000694
                    190,                 1.0867,                0.76897,                 2.0263,                0.79847,                0.67716,                0.73732,                0.59171,                 1.7706,                 2.4034,                 2.6159,              0.0006445,              0.0006445,              0.0006445
                    191,                0.93875,                0.48967,                 1.8939,                0.79695,                0.67787,                0.73738,                0.59178,                 1.7713,                 2.4109,                 2.6172,               0.000595,               0.000595,               0.000595
                    192,                0.91658,                0.48009,                 1.8905,                0.79635,                0.67832,                 0.7369,                 0.5915,                 1.7724,                 2.4184,                 2.6189,              0.0005455,              0.0005455,              0.0005455
                    193,                 0.8758,                0.44802,                 1.8848,                0.80183,                0.67386,                0.73662,                0.59146,                 1.7732,                 2.4254,                 2.6209,               0.000496,               0.000496,               0.000496
                    194,                0.86988,                0.45799,                 1.8813,                0.79889,                0.67621,                0.73654,                 0.5917,                  1.774,                 2.4331,                 2.6233,              0.0004465,              0.0004465,              0.0004465
                    195,                0.84287,                0.43719,                 1.8612,                0.80275,                0.67427,                0.73641,                0.59183,                 1.7747,                 2.4416,                 2.6257,               0.000397,               0.000397,               0.000397
                    196,                   0.84,                0.43703,                 1.8592,                0.80541,                0.67235,                 0.7364,                 0.5919,                 1.7752,                 2.4494,                 2.6288,              0.0003475,              0.0003475,              0.0003475
                    197,                0.84961,                0.43073,                 1.8639,                0.80534,                0.67263,                0.73633,                0.59214,                 1.7757,                 2.4569,                 2.6324,               0.000298,               0.000298,               0.000298
                    198,                0.81323,                0.41539,                 1.8564,                0.80393,                0.67378,                0.73604,                0.59197,                 1.7758,                  2.468,                 2.6356,              0.0002485,              0.0002485,              0.0002485
                    199,                0.80698,                0.41077,                 1.8464,                0.80408,                0.67286,                0.73561,                0.59185,                 1.7765,                 2.4792,                 2.6387,               0.000199,               0.000199,               0.000199
                    200,                0.82717,                0.41184,                 1.8381,                 0.8031,                0.67311,                0.73535,                0.59204,                 1.7773,                 2.4915,                  2.641,              0.0001495,              0.0001495,              0.0001495
