                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 2.0457,                 2.2544,                 2.6791,                0.74167,                0.69848,                0.75066,                0.57221,                 1.7995,                 1.5692,                 2.5482,               0.009109,               0.009109,               0.009109
                     20,                 2.0397,                 2.2197,                 2.6756,                0.74824,                0.69697,                0.75225,                0.57426,                 1.7947,                 1.5576,                 2.5442,              0.0090595,              0.0090595,              0.0090595
                     21,                 2.0336,                 2.2237,                 2.6684,                0.75138,                0.69885,                0.75452,                0.57626,                 1.7901,                 1.5473,                 2.5399,                0.00901,                0.00901,                0.00901
                     22,                 2.0173,                 2.1905,                 2.6651,                0.75038,                0.69969,                0.75632,                0.57861,                 1.7847,                 1.5354,                  2.535,              0.0089605,              0.0089605,              0.0089605
                     23,                  2.012,                 2.1822,                 2.6602,                 0.7463,                0.70311,                0.75805,                0.58067,                 1.7794,                 1.5243,                 2.5297,               0.008911,               0.008911,               0.008911
                     24,                 2.0094,                 2.1605,                 2.6532,                0.75941,                 0.6952,                0.75926,                0.58228,                 1.7745,                 1.5158,                 2.5248,              0.0088615,              0.0088615,              0.0088615
                     25,                 2.0001,                  2.126,                   2.64,                0.73407,                0.70073,                 0.7544,                0.57805,                 1.7687,                 1.5289,                 2.5194,               0.008812,               0.008812,               0.008812
                     26,                  2.011,                 2.1548,                 2.6565,                0.71228,                0.69818,                0.74985,                0.57428,                 1.7641,                 1.5424,                 2.5149,              0.0087625,              0.0087625,              0.0087625
                     27,                 2.0107,                 2.1373,                 2.6472,                0.72322,                0.71137,                 0.7579,                0.58171,                 1.7585,                 1.5128,                 2.5101,               0.008713,               0.008713,               0.008713
                     28,                 1.9829,                 2.0972,                 2.6349,                0.73613,                0.71508,                0.76325,                0.58693,                 1.7535,                 1.4903,                 2.5055,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.9899,                 2.1002,                 2.6288,                0.74743,                0.71498,                0.76744,                0.59109,                 1.7492,                 1.4743,                 2.5016,               0.008614,               0.008614,               0.008614
                     30,                 1.9955,                 2.0911,                 2.6373,                0.75503,                0.71286,                0.76901,                0.59283,                 1.7446,                 1.4669,                 2.4976,              0.0085645,              0.0085645,              0.0085645
                     31,                 1.9702,                 2.0822,                 2.6315,                0.75945,                0.70981,                0.76978,                0.59349,                 1.7401,                 1.4643,                 2.4939,               0.008515,               0.008515,               0.008515
                     32,                 1.9652,                  2.044,                 2.6222,                0.75857,                0.71376,                0.77126,                0.59581,                 1.7357,                 1.4563,                 2.4895,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.9464,                 2.0152,                 2.6081,                0.76397,                0.71564,                0.77347,                0.59783,                 1.7305,                 1.4434,                 2.4845,               0.008416,               0.008416,               0.008416
                     34,                 1.9558,                 2.0296,                 2.6162,                 0.7647,                0.71952,                0.77588,                0.60039,                 1.7264,                  1.432,                 2.4806,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.9667,                  2.038,                 2.6093,                0.76852,                0.71932,                0.77833,                0.60299,                 1.7218,                 1.4245,                  2.476,               0.008317,               0.008317,               0.008317
                     36,                 1.9552,                 2.0072,                  2.608,                0.77199,                0.71939,                0.78008,                0.60503,                 1.7176,                 1.4172,                 2.4724,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.9534,                 2.0194,                 2.6095,                 0.7694,                0.72519,                0.78182,                0.60722,                 1.7131,                 1.4089,                 2.4691,               0.008218,               0.008218,               0.008218
                     38,                 1.9606,                 2.0198,                 2.6106,                0.77263,                0.72281,                 0.7831,                0.60866,                 1.7092,                  1.403,                 2.4653,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.9512,                 1.9975,                 2.6032,                0.77844,                0.72209,                0.78362,                0.60888,                 1.7044,                 1.4014,                 2.4601,               0.008119,               0.008119,               0.008119
                     40,                 1.9578,                 1.9976,                 2.5947,                0.77232,                0.72452,                0.78211,                0.60817,                 1.7004,                 1.3988,                 2.4553,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.9283,                 1.9654,                 2.5872,                0.77893,                0.72336,                0.78546,                0.61185,                 1.6961,                 1.3898,                 2.4513,                0.00802,                0.00802,                0.00802
                     42,                  1.927,                 1.9535,                  2.591,                0.77833,                0.73074,                0.78807,                0.61491,                 1.6922,                 1.3815,                  2.449,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.9129,                 1.9575,                 2.5811,                0.78506,                 0.7288,                0.78936,                0.61692,                 1.6879,                 1.3756,                 2.4449,               0.007921,               0.007921,               0.007921
                     44,                 1.9233,                 1.9477,                 2.5885,                0.78392,                 0.7312,                0.79024,                0.61841,                 1.6845,                 1.3706,                 2.4415,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.9155,                 1.9354,                  2.582,                0.78045,                 0.7333,                0.79148,                0.62012,                 1.6806,                 1.3674,                 2.4382,               0.007822,               0.007822,               0.007822
                     46,                 1.9269,                 1.9461,                 2.5785,                0.78307,                0.73328,                0.79234,                0.62147,                 1.6778,                 1.3625,                 2.4338,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.9176,                 1.9266,                 2.5696,                0.78091,                0.73703,                0.79308,                0.62259,                 1.6746,                 1.3588,                 2.4297,               0.007723,               0.007723,               0.007723
                     48,                 1.9111,                 1.9084,                 2.5708,                0.78447,                0.73633,                0.79458,                0.62417,                 1.6714,                  1.355,                 2.4255,              0.0076735,              0.0076735,              0.0076735
                     49,                  1.898,                 1.9178,                 2.5745,                0.78394,                0.73613,                0.79512,                0.62505,                 1.6675,                  1.351,                 2.4218,               0.007624,               0.007624,               0.007624
                     50,                 1.8758,                 1.8867,                  2.562,                0.78912,                0.73637,                0.79612,                0.62623,                 1.6649,                 1.3472,                  2.419,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.8985,                 1.8801,                 2.5588,                0.79396,                0.73462,                  0.797,                0.62744,                 1.6618,                 1.3435,                 2.4167,               0.007525,               0.007525,               0.007525
                     52,                 1.8945,                 1.8767,                 2.5527,                0.78894,                0.73871,                0.79682,                0.62746,                 1.6587,                   1.34,                  2.415,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.8833,                 1.8712,                 2.5491,                0.78826,                0.74041,                0.79838,                0.62907,                 1.6557,                 1.3376,                 2.4104,               0.007426,               0.007426,               0.007426
                     54,                 1.8953,                 1.8545,                 2.5501,                0.78938,                0.73872,                0.79889,                0.63017,                  1.653,                 1.3343,                 2.4068,              0.0073765,              0.0073765,              0.0073765
                     55,                  1.897,                 1.8757,                 2.5557,                0.78701,                0.74386,                0.79924,                0.63055,                  1.651,                 1.3298,                 2.4033,               0.007327,               0.007327,               0.007327
                     56,                 1.8694,                 1.8728,                 2.5476,                0.79362,                0.73816,                 0.8002,                0.63155,                 1.6483,                 1.3283,                  2.401,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.8696,                 1.8519,                 2.5459,                0.79397,                 0.7397,                0.80054,                0.63201,                 1.6448,                 1.3258,                 2.3978,               0.007228,               0.007228,               0.007228
                     58,                 1.8628,                 1.8281,                 2.5397,                0.78844,                0.74343,                0.80107,                0.63342,                 1.6421,                 1.3219,                 2.3955,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.8782,                 1.8417,                 2.5359,                0.79474,                0.73818,                0.80103,                 0.6334,                 1.6385,                  1.319,                 2.3918,               0.007129,               0.007129,               0.007129
                     60,                 1.8659,                 1.8318,                 2.5342,                 0.8008,                 0.7363,                0.80186,                0.63462,                 1.6353,                 1.3148,                 2.3891,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.8624,                 1.8192,                 2.5344,                0.80078,                0.73549,                0.80212,                0.63518,                 1.6326,                 1.3108,                 2.3871,                0.00703,                0.00703,                0.00703
                     62,                 1.8616,                 1.8135,                 2.5376,                0.80065,                0.73803,                0.80285,                0.63574,                 1.6293,                 1.3079,                 2.3841,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.8718,                 1.8084,                 2.5409,                0.79975,                0.73907,                0.80388,                0.63722,                 1.6265,                 1.3052,                 2.3833,               0.006931,               0.006931,               0.006931
                     64,                 1.8613,                 1.8051,                   2.53,                0.79858,                0.74128,                0.80393,                0.63771,                 1.6236,                 1.3031,                 2.3823,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.8558,                 1.8212,                 2.5403,                0.80266,                 0.7388,                0.80502,                0.63881,                 1.6213,                 1.3012,                 2.3814,               0.006832,               0.006832,               0.006832
                     66,                 1.8483,                 1.8159,                  2.542,                0.80264,                0.74082,                0.80599,                0.64025,                 1.6184,                 1.2991,                 2.3794,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.8531,                 1.8077,                 2.5258,                0.80228,                0.74025,                 0.8061,                0.64078,                  1.616,                 1.2969,                 2.3772,               0.006733,               0.006733,               0.006733
                     68,                 1.8456,                 1.7832,                  2.522,                0.79783,                0.74561,                0.80643,                0.64113,                 1.6138,                 1.2955,                 2.3747,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.8414,                 1.7867,                 2.5296,                0.80273,                0.74431,                0.80659,                 0.6419,                 1.6115,                 1.2931,                 2.3732,               0.006634,               0.006634,               0.006634
                     70,                 1.8471,                 1.7862,                  2.526,                0.79965,                0.74784,                0.80716,                0.64286,                  1.609,                 1.2912,                  2.371,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.8327,                 1.7636,                 2.5002,                0.80146,                0.75017,                 0.8077,                0.64362,                  1.607,                 1.2877,                 2.3675,               0.006535,               0.006535,               0.006535
                     72,                 1.8481,                 1.7723,                 2.5196,                0.79979,                0.75205,                0.80843,                0.64435,                 1.6049,                 1.2859,                 2.3644,              0.0064855,              0.0064855,              0.0064855
                     73,                  1.815,                 1.7522,                 2.5214,                0.80495,                0.74985,                0.80927,                0.64541,                 1.6021,                 1.2846,                 2.3624,               0.006436,               0.006436,               0.006436
                     74,                  1.833,                 1.7595,                 2.5182,                0.80381,                0.75186,                0.80985,                0.64646,                 1.6004,                 1.2827,                 2.3605,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.8288,                 1.7494,                 2.5032,                0.80872,                0.74953,                0.80999,                0.64681,                 1.5976,                 1.2812,                 2.3579,               0.006337,               0.006337,               0.006337
                     76,                  1.817,                 1.7429,                  2.507,                 0.8059,                 0.7498,                0.80964,                0.64686,                 1.5951,                 1.2803,                  2.356,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.8205,                 1.7485,                 2.5024,                 0.8039,                0.75104,                0.81022,                0.64743,                 1.5925,                 1.2802,                 2.3541,               0.006238,               0.006238,               0.006238
                     78,                 1.8221,                 1.7344,                 2.5127,                0.80221,                0.75228,                0.81085,                0.64822,                 1.5902,                 1.2766,                 2.3535,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.8217,                 1.7173,                 2.4975,                0.80253,                 0.7529,                0.81182,                0.64953,                 1.5873,                  1.273,                  2.351,               0.006139,               0.006139,               0.006139
                     80,                 1.8142,                 1.7041,                 2.4945,                0.80399,                0.75272,                0.81248,                0.65067,                  1.585,                 1.2703,                 2.3485,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.8061,                 1.7124,                 2.5038,                0.80355,                0.75461,                0.81313,                0.65134,                 1.5828,                 1.2685,                 2.3477,                0.00604,                0.00604,                0.00604
                     82,                  1.809,                 1.7027,                 2.4873,                0.79622,                 0.7591,                0.81328,                0.65167,                 1.5811,                 1.2664,                 2.3455,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.8045,                 1.7152,                 2.4867,                0.79858,                0.75929,                0.81322,                 0.6517,                 1.5791,                 1.2662,                 2.3441,               0.005941,               0.005941,               0.005941
                     84,                 1.7925,                 1.7099,                 2.4969,                0.80056,                0.75939,                0.81374,                0.65238,                  1.577,                 1.2645,                 2.3423,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.7888,                 1.6947,                 2.4859,                0.80549,                0.75454,                0.81404,                0.65287,                 1.5744,                 1.2617,                 2.3403,               0.005842,               0.005842,               0.005842
                     86,                 1.7838,                 1.6752,                 2.4796,                0.81206,                0.75013,                0.81504,                0.65377,                 1.5731,                 1.2591,                 2.3396,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.7913,                 1.6709,                 2.4858,                0.81093,                 0.7504,                0.81491,                0.65392,                 1.5714,                 1.2585,                 2.3381,               0.005743,               0.005743,               0.005743
                     88,                 1.7861,                 1.6825,                 2.4824,                0.81267,                0.75165,                0.81526,                0.65484,                 1.5695,                 1.2549,                 2.3376,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.7827,                 1.6728,                 2.4818,                0.80622,                 0.7556,                0.81572,                0.65552,                 1.5671,                 1.2527,                 2.3356,               0.005644,               0.005644,               0.005644
                     90,                 1.7813,                 1.6487,                 2.4689,                0.80873,                0.75941,                0.81699,                0.65707,                 1.5648,                 1.2495,                 2.3331,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.7761,                  1.651,                 2.4672,                0.81093,                0.75534,                0.81674,                0.65721,                 1.5626,                 1.2487,                 2.3318,               0.005545,               0.005545,               0.005545
                     92,                 1.7657,                 1.6308,                 2.4622,                0.80376,                0.76148,                 0.8178,                 0.6589,                 1.5597,                 1.2459,                 2.3292,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.7703,                 1.6471,                  2.467,                0.80791,                0.75989,                0.81853,                0.65956,                 1.5566,                 1.2442,                 2.3274,               0.005446,               0.005446,               0.005446
                     94,                 1.7543,                 1.6234,                 2.4604,                 0.8085,                0.76192,                0.81931,                0.65993,                 1.5548,                 1.2429,                 2.3255,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.7721,                 1.6341,                 2.4592,                0.81029,                0.76241,                0.81982,                0.66073,                  1.553,                 1.2414,                 2.3234,               0.005347,               0.005347,               0.005347
                     96,                 1.7646,                 1.6217,                 2.4528,                0.80958,                0.76448,                0.82007,                0.66139,                 1.5513,                 1.2393,                 2.3207,              0.0052975,              0.0052975,              0.0052975
                     97,                  1.756,                 1.6149,                 2.4642,                0.81493,                0.76122,                0.82145,                0.66236,                 1.5498,                 1.2376,                 2.3187,               0.005248,               0.005248,               0.005248
                     98,                 1.7737,                  1.613,                 2.4545,                0.81914,                 0.7593,                0.82151,                0.66225,                 1.5472,                 1.2369,                 2.3166,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.7505,                 1.6187,                  2.463,                0.81521,                0.76159,                0.82225,                0.66341,                 1.5457,                 1.2357,                  2.315,               0.005149,               0.005149,               0.005149
                    100,                 1.7505,                  1.592,                 2.4437,                0.81572,                0.76272,                0.82255,                0.66369,                 1.5442,                 1.2338,                 2.3134,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.7559,                 1.6131,                 2.4476,                0.81497,                0.76613,                0.82271,                0.66424,                 1.5424,                 1.2316,                 2.3121,                0.00505,                0.00505,                0.00505
                    102,                 1.7442,                 1.5955,                 2.4452,                0.81215,                0.76831,                0.82362,                0.66512,                 1.5402,                 1.2299,                   2.31,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.7363,                 1.5746,                 2.4332,                0.81479,                0.76699,                0.82385,                0.66578,                 1.5389,                 1.2266,                 2.3083,               0.004951,               0.004951,               0.004951
                    104,                 1.7441,                 1.5829,                 2.4343,                0.81024,                0.76867,                0.82489,                0.66662,                 1.5374,                 1.2261,                 2.3072,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.7208,                 1.5663,                 2.4368,                0.81463,                0.76868,                0.82557,                0.66748,                 1.5356,                  1.225,                 2.3059,               0.004852,               0.004852,               0.004852
                    106,                 1.7324,                 1.5669,                 2.4259,                0.81807,                0.76563,                0.82519,                0.66739,                 1.5338,                 1.2234,                  2.303,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.7232,                 1.5431,                 2.4339,                 0.8205,                0.76462,                0.82548,                0.66808,                 1.5311,                 1.2214,                 2.3011,               0.004753,               0.004753,               0.004753
                    108,                 1.7109,                 1.5322,                  2.423,                0.81739,                0.77107,                0.82617,                0.66879,                 1.5296,                 1.2195,                 2.2997,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.7197,                 1.5399,                 2.4225,                0.81761,                0.77137,                0.82659,                0.66935,                 1.5273,                  1.219,                 2.2973,               0.004654,               0.004654,               0.004654
                    110,                  1.708,                 1.5137,                 2.4072,                0.81745,                0.77049,                0.82716,                0.67017,                 1.5257,                  1.217,                 2.2939,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.7236,                 1.5434,                 2.4229,                0.81827,                0.77146,                0.82759,                 0.6709,                 1.5227,                 1.2154,                   2.29,               0.004555,               0.004555,               0.004555
                    112,                 1.7037,                 1.5162,                  2.416,                0.82347,                0.76844,                0.82822,                0.67191,                 1.5212,                 1.2141,                  2.289,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.6993,                 1.5247,                 2.4204,                0.82128,                0.76997,                0.82789,                0.67224,                 1.5196,                 1.2134,                 2.2873,               0.004456,               0.004456,               0.004456
                    114,                 1.6895,                 1.5062,                 2.4151,                0.81051,                0.77727,                0.82832,                0.67284,                 1.5176,                  1.212,                 2.2868,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.7029,                 1.4989,                 2.4111,                0.80522,                0.78404,                0.82866,                0.67361,                 1.5158,                  1.211,                 2.2865,               0.004357,               0.004357,               0.004357
                    116,                 1.6997,                 1.4894,                 2.4064,                0.81681,                0.77558,                0.82845,                0.67352,                 1.5134,                 1.2105,                 2.2852,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.6611,                 1.4732,                 2.3946,                0.81741,                0.77446,                0.82846,                0.67367,                 1.5119,                 1.2093,                 2.2831,               0.004258,               0.004258,               0.004258
                    118,                  1.691,                 1.4943,                 2.4079,                0.81571,                 0.7757,                0.82833,                0.67383,                 1.5101,                 1.2072,                 2.2809,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.6819,                 1.4772,                 2.4018,                0.81462,                0.77749,                0.82877,                 0.6747,                 1.5078,                 1.2055,                 2.2796,               0.004159,               0.004159,               0.004159
                    120,                  1.709,                 1.4769,                 2.4119,                0.81444,                0.77878,                0.82924,                0.67533,                 1.5054,                  1.205,                 2.2793,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.6735,                 1.4457,                 2.3942,                0.81136,                0.78065,                0.82953,                0.67592,                 1.5033,                 1.2045,                 2.2791,                0.00406,                0.00406,                0.00406
                    122,                 1.6708,                 1.4445,                 2.3876,                0.81816,                0.77675,                0.83045,                0.67688,                 1.5022,                  1.203,                 2.2802,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.6552,                 1.4441,                 2.3843,                0.80954,                0.78132,                0.83023,                 0.6771,                 1.4999,                 1.2022,                 2.2782,               0.003961,               0.003961,               0.003961
                    124,                 1.6484,                 1.4381,                 2.3954,                0.81271,                0.77887,                0.83095,                0.67805,                 1.4983,                 1.2005,                  2.279,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.6592,                 1.4408,                 2.3802,                0.80809,                0.78524,                0.83069,                0.67776,                 1.4966,                 1.1983,                 2.2769,               0.003862,               0.003862,               0.003862
                    126,                 1.6487,                 1.4302,                 2.3763,                0.80953,                0.78474,                0.83112,                0.67877,                 1.4945,                 1.1984,                 2.2745,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.6615,                 1.4424,                 2.3814,                0.81292,                0.78293,                0.83142,                0.67875,                 1.4934,                 1.1956,                 2.2726,               0.003763,               0.003763,               0.003763
                    128,                 1.6434,                 1.4232,                 2.3788,                0.82227,                0.77485,                0.83215,                0.67958,                 1.4916,                 1.1938,                 2.2707,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.6403,                 1.4044,                 2.3659,                 0.8238,                0.77529,                0.83231,                 0.6801,                 1.4894,                 1.1914,                 2.2683,               0.003664,               0.003664,               0.003664
                    130,                 1.6298,                  1.396,                 2.3567,                0.82354,                0.77509,                0.83232,                0.68014,                 1.4877,                 1.1899,                 2.2662,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.6081,                 1.3765,                 2.3472,                0.82622,                0.77128,                0.83172,                0.68028,                 1.4862,                 1.1884,                 2.2642,               0.003565,               0.003565,               0.003565
                    132,                 1.6117,                  1.384,                 2.3532,                0.82593,                0.77174,                0.83224,                0.68108,                 1.4846,                 1.1874,                 2.2625,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.6094,                 1.3762,                 2.3397,                0.82774,                0.77146,                0.83182,                0.68098,                 1.4833,                 1.1857,                 2.2599,               0.003466,               0.003466,               0.003466
                    134,                 1.6226,                 1.3765,                 2.3579,                0.82608,                0.77225,                 0.8313,                0.68108,                 1.4818,                 1.1844,                 2.2593,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.6069,                 1.3527,                 2.3534,                0.82552,                0.77406,                0.83131,                0.68152,                   1.48,                 1.1849,                  2.259,               0.003367,               0.003367,               0.003367
                    136,                 1.6118,                 1.3536,                 2.3427,                0.83479,                0.76583,                0.83004,                0.68104,                 1.4779,                 1.1848,                 2.2577,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.6085,                 1.3606,                 2.3344,                0.82877,                0.77135,                0.82999,                0.68152,                 1.4768,                 1.1831,                 2.2555,               0.003268,               0.003268,               0.003268
                    138,                 1.5951,                 1.3345,                  2.327,                0.83018,                0.77131,                0.83059,                 0.6819,                 1.4751,                 1.1832,                 2.2529,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.6081,                 1.3465,                 2.3458,                0.83031,                0.77222,                0.83027,                0.68213,                 1.4736,                 1.1835,                 2.2514,               0.003169,               0.003169,               0.003169
                    140,                 1.5972,                 1.3245,                 2.3328,                0.83509,                0.76846,                0.83025,                0.68207,                 1.4714,                 1.1834,                 2.2494,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.5842,                 1.3293,                 2.3176,                0.83385,                0.76663,                0.83009,                0.68213,                 1.4696,                 1.1829,                 2.2466,                0.00307,                0.00307,                0.00307
                    142,                 1.6009,                 1.3171,                 2.3233,                0.82676,                0.77253,                 0.8303,                 0.6828,                 1.4678,                 1.1829,                 2.2441,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.5752,                  1.299,                 2.3064,                0.83284,                0.76838,                0.83037,                0.68323,                 1.4659,                 1.1832,                 2.2413,               0.002971,               0.002971,               0.002971
                    144,                 1.5716,                 1.2995,                 2.3242,                0.82418,                0.77729,                0.83117,                0.68388,                 1.4639,                 1.1812,                 2.2397,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.5588,                 1.2847,                 2.3133,                0.83046,                0.77428,                0.83172,                0.68454,                 1.4618,                 1.1812,                 2.2383,               0.002872,               0.002872,               0.002872
                    146,                 1.5507,                 1.2687,                 2.3057,                0.83081,                 0.7747,                0.83113,                0.68441,                 1.4598,                 1.1812,                 2.2368,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.5794,                 1.2895,                 2.3134,                0.83177,                0.77445,                0.83208,                 0.6852,                 1.4585,                   1.18,                 2.2362,               0.002773,               0.002773,               0.002773
                    148,                 1.5591,                 1.2664,                 2.3077,                0.82976,                0.77561,                0.83202,                0.68567,                 1.4562,                 1.1804,                 2.2345,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.5485,                 1.2696,                 2.3128,                 0.8313,                0.77468,                0.83185,                0.68597,                 1.4544,                 1.1802,                 2.2351,               0.002674,               0.002674,               0.002674
                    150,                 1.5529,                 1.2598,                 2.2989,                0.82654,                0.77902,                0.83179,                0.68602,                 1.4522,                 1.1798,                 2.2333,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.5406,                 1.2469,                 2.2887,                0.82669,                0.77688,                 0.8312,                0.68615,                 1.4491,                 1.1802,                 2.2307,               0.002575,               0.002575,               0.002575
                    152,                 1.5414,                 1.2367,                 2.2967,                0.83209,                0.77319,                 0.8311,                0.68645,                 1.4477,                 1.1805,                 2.2297,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.5335,                 1.2357,                 2.2801,                0.82425,                0.77889,                0.83067,                0.68679,                 1.4454,                 1.1802,                 2.2271,               0.002476,               0.002476,               0.002476
